framenr,kanji,keyword,public,last_edited,story
408,定,"determine",1,2016-06-10 10:03:36,"Once I determined that the roof needed mending, I was determined to fix it.
On the ""mending"" component here: it's like a broken ""correct"" that needs mending. If you are determined (like in this kanji), you can mend it, but then you can't use it in your own house any more (there's no kanji made up of roof + correct, in other words)"
409,錠,"lock",1,2016-06-10 10:07:59,"The shape of the metal determines whether or not you can unlock a lock.
Alternatively, a lock is a metal mechanism that determines who can enter."
410,走,"run",1,2016-06-10 10:17:05,"soil+mend: after being sick, I ate some soil yesterday and I'm now on the mend. I did get the runs, though.
Note also how soil and mend run into each other here. You might think that the shared line soils Heisig's explanation, but look again at the clean way they run together and that view will be mended."
411,超,"transcend",1,2016-06-10 10:21:18,"The seduction of long-distance running (with that long stroke at the bottom) is that it lets you find a flow (that stroke again) that transcends normal human experience."
412,赴,"proceed",1,2016-06-10 10:27:22,"Think of a game of minesweeper. You want to run through as quickly as possible, but you need to interpret what your divining rod is telling you (via those coloured numbers) to avoid stepping on a mine. The right way to proceed is to find a balance between speed and caution. If you do it well, you may proceed to the high score table!"
413,越,"surpass",1,2016-06-11 09:00:04,"This parade was a runaway success. It so much surpassed all other parades that they gave it a little extra stroke of distinction that no other parade has.
Note that this is just ""parade"", not ""a parade of """
414,是,"just so",1,2016-06-10 10:44:42,"My favourite ""#just so#"" story is that time (the #sun#) heals (#mends#) all wounds, but time also wounds all heels (the broken heel of correct in need of mending). It just so happens that this kanji tells both sides of the story at once!"
415,題,"topic",1,2016-06-10 13:54:12,"The head sets the topic just so. Just so? Just so we're all on the same page."
416,堤,"dike",1,2016-06-10 14:34:41,"pile of earth-just so
It pays to be fastidious when piling earth to build a dike. If it's not built just so, the consequences could be dire."
417,建,"build",1,2016-06-10 14:41:29,"At a stretch, you could say that a building is nothing more than an extension (stretching) of the architect's brush."
418,鍵,"key",1,2016-06-10 14:47:41,"A golden building needs a key to keep it safe. Think of the golden temple (kinkakuji) needing a key made from pure unobtanium"
419,延,"prolong",1,2016-06-10 14:53:58,"I like to prolong sex by stopping in the middle and stretching all around the room"
421,礎,"cornerstone",1,2016-06-10 15:03:05,"stone-grove-zoo:
The cornerstone of a successful zoo? it has to be a stone groove (aka grove) zoo."
422,婿,"bridegroom",1,2016-06-10 15:07:57,"The bridegroom woos his bride-to-be on a night with a clear zoo moon. Or he serenades her by singing ""Zoo Moon"" (""I saw you standing alone .. with a zoo on your flesh"")"
423,衣,"garment",1,2016-06-10 15:18:08,"No mnemonic here as such. It's just a matter of remembering that it's top hat and scarf (which are used elsewhere) and just focus (as in the garment trade, perhaps) on getting the stroke order right."
424,裁,"tailor",1,2016-06-10 15:24:33,"The most profitable (and busiest!) time for the tailor is the lead-up to the #harvest fiesta# at the end of October. Everyone wants tailor-made Halloween #garments#!"
425,装,"attire",1,2016-06-10 15:43:07,"robust+garment: ""attire"" often has the sense of formal clothing, so it represents a more #robust# idea of what we wear than #garment#"
426,裏,"back",1,2016-06-10 15:51:08,"top hat-computer-garment: 
A hidden RFID and GPS tracking computer sewn into the back of my top hat and other garments reports my every move back to Illuminati HQ."
427,壊,"demolition",1,2016-06-10 16:10:39,"earth-ten-net-garment. Imagine a modern building (or demolition) site where waste material is thrown down long plastic tubes and into waiting skips. Now apply that idea to the kanji:
1. dirt = detritus. The problem is getting it from all the way up there to the bottom.
2. ten + net = ""tenet"" = an overriding principle (avoid causing accidents)
3. garment = a giant cloth sock

Or ""needle eye"": imagine that the opening at the top of the sock is very small, so it's hard to throw the rubbish into it."
428,哀,"pathetic",0,2016-06-10 16:18:07,"pathetic (evoking pathos): a street urchin from a Dickens tale, with tattered top hat and scarf asking ""please, sir, may I have some more gruel?"""
429,遠,"distant",1,2016-06-10 16:30:57,"road-land-mouth-scarf
Imagine Ötzi (aka the Iceman, a prehistoric mummy found frozen in the Alps).
The #road# he travels has taken him a #huge distance# from his own #land# behind him. He dies with a horrible grimace on his #mouth# with his #scarf# wrapped tightly around his neck against the bitter cold."
430,猿,"monkey",1,2016-06-10 16:35:58,"Ötzi (the character I used in ""distant"") gets reincarnated as a monkey and this time is chased from his home land by a pack of wild dogs!"
431,初,"first time",1,2016-06-10 16:46:36,"You always remember the first time you got to unzip your cloak and thrust your dagger. It was all so clandestine (ie, cloak and dagger) back then."
432,巾,"towel",1,2016-06-10 16:49:46,"Man, that's one hoopy frood, hanging his towel across his shoulders like that!"
433,布,"linen",1,2016-06-10 16:52:25,"Hanging a towel out by his side? Has nobody told him that he shouldn't air his dirty linen in public?"
434,帆,"sail",1,2016-06-10 17:06:58,"Even the most mediocre person can sail through life if they know where their towel is."
435,幅,"hanging scroll",1,2016-06-10 17:20:32,"towel + wealth
the bolt of fine cloth (ie, towel) is a symbol of the wealth and refinement of the owner."
436,帽,"cap",1,2016-06-10 17:28:38,"The ancients who devised kanji didn't have golfing caps to keep the sun from their eyes and reduce the risk of sunburn, but they understood the need for them, as shown here by the turban + risk."
437,幕,"curtain",1,2016-06-10 17:35:48,"Bob Dylan said ""shut the eyes of the dead, not to embarrass anyone"". That's the same idea here as a towel is used in the foreground as a curtain to shield the graveyard from view.
Alt: put up a small towel as a curtain to shield people's view of your ""petite mort"" (It's basically why civilisations have curtains, after all--to shield each other from unpleasant or unspeakable reality)"
438,幌,"canopy",1,2016-06-10 17:44:33,"The kanji suggests a canopy of trees filtering the raw sunlight into soft, dappled rays of light. But there are no trees because this is a man-made canopy. In an example of technology imitating nature, the kanji represents towels made of fine gauze strung over a pavilion or the like at a fine garden party."
439,錦,"brocade",1,2016-06-10 17:52:53,"English definition: A brocade is a kind of embroidery or weaving where gold or silver thread are made to stand out from the background (both in terms of texture and visual contrast)
Kanji:
metal/gold: check
white towel: wow... you're putting a gold brocade on a tatty white towel? That's certainly going to stand out!"
440,市,"market",1,2016-06-10 22:14:56,"Override Heisig's decomposition of top hat + towel here.
Instead think of a complete pictograph, that of a clothes-rail displaying many fine cloths and garments, each on their own hanger. So customers come to market to see all these on display, and maybe buy some.
You can maybe imagine how the hanger is made of two separate sections of bamboo, with notches cut so that both cross-beams can hang properly. Totally pret-a-porter, but just remember to learn proper stroke order!"
441,柿,"persimmon",1,2016-06-11 10:52:23,"Persimmons (kaki) are a very marketable fruit. A persimmon tree will only produce bitter, inedible fruits for a long part of their lives. These trees are a very long-term investment for a farmer, as a result. This means that sweet persimmons are always in quite short supply and the usual rules of free market economics (supply versus demand) applies, making the price very high.
However, it's easier to just remember that persimmon is the ""marketplace tree"" without needing to resort to long explanations."
443,肺,"lungs",1,2016-06-11 10:56:41,"Rather than try to remember ""market"" here, consider that part pictorially (I also consider ""market"" by itself as a pictorial representation):
The top dot is a floppy oesophagus (windpipe) after the head has been cut off, the next line is your shoulders and the last strokes represent the lungs themselves (both of them) against the backdrop of your spine.
Of course, remembering ""flesh"" on the left is easy."
